# panoview 
# Released on June 2001. This csv only logs download after 10 Apr 2004
#remote hostname,remote ip:port,date,time
crawl-66-249-71-42.googlebot.com,66.249.71.42:56302,20/6/2005,13:48:23
crawl-66-249-64-4.googlebot.com,66.249.64.4:55826,21/6/2005,16:57:23
OL208-122.fibertel.com.ar,24.232.122.208:55626,22/6/2005,3:51:56
crawl-66-249-64-16.googlebot.com,66.249.64.16:59637,22/6/2005,13:23:53
crawl-66-249-64-52.googlebot.com,66.249.64.52:45108,23/6/2005,12:23:31
crawl-66-249-71-47.googlebot.com,66.249.71.47:40837,24/6/2005,13:32:32
85-64-35-241.barak-online.net,85.64.35.241:50023,25/6/2005,0:25:11
crawl-66-249-71-3.googlebot.com,66.249.71.3:42954,25/6/2005,12:43:58
crawl-66-249-71-28.googlebot.com,66.249.71.28:57476,25/6/2005,21:23:38
msnbot.msn.com,65.54.188.83:35354,26/6/2005,4:30:06
crawl-66-249-71-14.googlebot.com,66.249.71.14:44419,26/6/2005,12:48:29
crawl-66-249-64-47.googlebot.com,66.249.64.47:64917,27/6/2005,14:41:48
crawl-66-249-64-47.googlebot.com,66.249.64.47:43820,27/6/2005,15:16:20
ool-44c2ee77.dyn.optonline.net,68.194.238.119:2514,28/6/2005,3:49:44
,222.252.45.32:1077,28/6/2005,9:38:35
crawl-66-249-64-35.googlebot.com,66.249.64.35:48570,28/6/2005,13:33:38
crawl-66-249-64-10.googlebot.com,66.249.64.10:52863,29/6/2005,14:21:57
crawl-66-249-64-16.googlebot.com,66.249.64.16:58630,30/6/2005,14:50:30
crawl-66-249-71-15.googlebot.com,66.249.71.15:63402,1/7/2005,12:01:43
crawl-66-249-71-1.googlebot.com,66.249.71.1:44794,2/7/2005,13:02:52
crawl-66-249-64-13.googlebot.com,66.249.64.13:33124,3/7/2005,12:03:16
crawl-66-249-64-50.googlebot.com,66.249.64.50:51661,4/7/2005,13:04:08
crawl-66-249-64-54.googlebot.com,66.249.64.54:52585,5/7/2005,12:05:26
irc6.irc.ccu.edu.tw,140.123.101.66:1680,5/7/2005,21:05:51
crawl-66-249-64-36.googlebot.com,66.249.64.36:45318,6/7/2005,12:06:33
crawl-66-249-71-73.googlebot.com,66.249.71.73:57511,7/7/2005,3:07:54
crawl-66-249-64-27.googlebot.com,66.249.64.27:43855,7/7/2005,12:07:08
rungw004.ritsumei.ac.jp,133.19.126.4:41511,7/7/2005,15:07:08
,209.216.245.174:56296,8/7/2005,6:08:19
,211.117.45.74:1112,8/7/2005,12:08:00
crawl-66-249-71-10.googlebot.com,66.249.71.10:55794,8/7/2005,18:08:43
crawl-66-249-71-53.googlebot.com,66.249.71.53:45677,9/7/2005,13:09:18
msnbot.msn.com,65.54.188.84:31761,10/7/2005,5:56:43
crawl-66-249-71-53.googlebot.com,66.249.71.53:42764,10/7/2005,13:22:05
crawl-66-249-64-16.googlebot.com,66.249.64.16:46574,11/7/2005,13:08:48
,136.187.19.99:59308,11/7/2005,18:27:37
crawl-66-249-71-47.googlebot.com,66.249.71.47:49898,12/7/2005,13:31:27
crawl-66-249-64-14.googlebot.com,66.249.64.14:38215,13/7/2005,14:59:20
cncln.online.ln.cn,218.61.20.222:11734,14/7/2005,10:26:19
crawl-66-249-71-47.googlebot.com,66.249.71.47:58251,14/7/2005,14:43:14
crawl-66-249-64-10.googlebot.com,66.249.64.10:54210,15/7/2005,13:43:12
,211.176.94.242:64557,16/7/2005,6:55:40
crawl-66-249-64-52.googlebot.com,66.249.64.52:50626,16/7/2005,14:10:59
usc7-pool-204.9.204.203.uscolo.com,204.9.204.203:57961,16/7/2005,17:27:39
crawl-66-249-71-42.googlebot.com,66.249.71.42:46852,17/7/2005,13:05:30
gate.HHI.DE,193.174.67.20:51535,17/7/2005,22:47:21
cable-62-117-11-111.cust.blue-cable.de,62.117.11.111:1742,18/7/2005,4:03:10
crawl-66-249-64-68.googlebot.com,66.249.64.68:40271,18/7/2005,4:29:41
thick-masq.neowiz.com,219.254.21.254:57396,18/7/2005,12:50:09
crawl-66-249-64-35.googlebot.com,66.249.64.35:47612,18/7/2005,14:27:51
crawl-66-249-64-27.googlebot.com,66.249.64.27:34162,19/7/2005,13:35:53
h232.14.comintern.ru,213.148.14.232:2606,19/7/2005,19:36:14
h232.14.comintern.ru,213.148.14.232:2628,19/7/2005,19:44:43
crawl-66-249-64-27.googlebot.com,66.249.64.27:38795,20/7/2005,17:41:45
crawl-66-249-64-77.googlebot.com,66.249.64.77:44987,21/7/2005,13:34:50
crawl-66-249-64-27.googlebot.com,66.249.64.27:53399,22/7/2005,13:17:29
aufmass2.architektur.uni-weimar.de,141.54.165.39:1278,22/7/2005,15:54:06
crawl-66-249-64-77.googlebot.com,66.249.64.77:63688,23/7/2005,13:02:16
msnbot.msn.com,65.54.188.82:55364,24/7/2005,7:46:36
crawl-66-249-64-47.googlebot.com,66.249.64.47:52612,24/7/2005,13:24:39
,64.122.205.205:2375,24/7/2005,18:10:09
crawl-66-249-71-7.googlebot.com,66.249.71.7:47909,25/7/2005,13:37:45
crawl-66-249-64-4.googlebot.com,66.249.64.4:56775,26/7/2005,13:29:05
crawl-66-249-64-47.googlebot.com,66.249.64.47:33903,27/7/2005,12:30:25
crawl-66-249-71-55.googlebot.com,66.249.71.55:51970,28/7/2005,13:31:18
crawl-66-249-64-13.googlebot.com,66.249.64.13:38517,29/7/2005,13:32:21
slabpc096.ethz.ch,129.132.9.162:4749,29/7/2005,17:13:26
crawl-66-249-71-47.googlebot.com,66.249.71.47:47927,30/7/2005,14:47:57
ip95-59-166-62.adsl.versatel.nl,62.166.59.95:2804,31/7/2005,6:41:06
crawl-66-249-71-50.googlebot.com,66.249.71.50:62723,31/7/2005,12:29:15
crawl-66-249-64-25.googlebot.com,66.249.64.25:42423,1/8/2005,13:01:17
crawl-66-249-71-18.googlebot.com,66.249.71.18:33578,1/8/2005,19:01:11
crawl-66-249-64-14.googlebot.com,66.249.64.14:40806,2/8/2005,13:02:12
host186-58.pool217141.interbusiness.it,217.141.58.186:2001,2/8/2005,19:02:41
,83.137.57.8:59774,3/8/2005,4:03:31
crawl-66-249-71-14.googlebot.com,66.249.71.14:60989,3/8/2005,14:03:26
dsl-084-059-153-193.arcor-ip.net,84.59.153.193:32794,4/8/2005,7:04:38
crawl-66-249-71-3.googlebot.com,66.249.71.3:39724,4/8/2005,14:04:23
crawl-66-249-64-54.googlebot.com,66.249.64.54:45634,5/8/2005,13:05:16
crawl-66-249-71-10.googlebot.com,66.249.71.10:33010,6/8/2005,14:06:18
msnbot.msn.com,65.54.188.78:28939,7/8/2005,9:07:24
crawl-66-249-71-42.googlebot.com,66.249.71.42:37606,7/8/2005,13:07:44
ppp-ankara-nas1-175.tr.net,195.142.48.175:3092,7/8/2005,17:07:14
crawl-66-249-71-1.googlebot.com,66.249.71.1:44132,8/8/2005,13:08:41
,212.6.249.99:1281,8/8/2005,23:08:55
,212.6.249.99:1279,8/8/2005,23:08:55
,212.6.249.99:1287,8/8/2005,23:08:02
crawl-66-249-71-47.googlebot.com,66.249.71.47:37499,9/8/2005,12:09:11
crawl-66-249-64-35.googlebot.com,66.249.64.35:63418,10/8/2005,12:42:35
crawl-66-249-64-27.googlebot.com,66.249.64.27:51179,11/8/2005,12:49:47
n12.ee.cityu.edu.hk,144.214.130.12:59217,11/8/2005,22:01:00
crawl-66-249-64-68.googlebot.com,66.249.64.68:40904,12/8/2005,10:43:18
crawl-66-249-71-47.googlebot.com,66.249.71.47:44225,12/8/2005,13:01:00
,38.118.73.250:34910,12/8/2005,13:22:39
crawl-66-249-71-14.googlebot.com,66.249.71.14:55440,13/8/2005,12:56:22
,200.31.146.253:1994,13/8/2005,22:24:14
crawl-66-249-64-25.googlebot.com,66.249.64.25:61547,14/8/2005,11:51:47
212-182-162-243-mx.xdsl.tiscali.nl,212.182.162.243:26732,14/8/2005,18:54:13
catv-506322ae.catv.broadband.hu,80.99.34.174:38340,14/8/2005,19:25:55
crawl-66-249-71-55.googlebot.com,66.249.71.55:34568,15/8/2005,12:16:51
crawl-66-249-64-4.googlebot.com,66.249.64.4:49855,16/8/2005,13:03:46
global.ci.seattle.wa.us,156.74.250.7:61962,17/8/2005,7:30:19
crawl-66-249-71-57.googlebot.com,66.249.71.57:32886,17/8/2005,14:18:57
lj2072.inktomisearch.com,68.142.249.82:46292,18/8/2005,10:42:52
crawl-66-249-64-13.googlebot.com,66.249.64.13:55532,18/8/2005,13:33:44
crawl-66-249-71-53.googlebot.com,66.249.71.53:48566,19/8/2005,13:09:56
crawl-66-249-64-49.googlebot.com,66.249.64.49:53146,19/8/2005,13:17:44
ip51cd52c8.adsl-surfen.hetnet.nl,81.205.82.200:1202,20/8/2005,20:33:58
crawl-66-249-71-50.googlebot.com,66.249.71.50:57345,21/8/2005,2:11:45
msnbot.msn.com,65.54.188.81:14608,21/8/2005,10:22:44
crawl-66-249-64-52.googlebot.com,66.249.64.52:53580,21/8/2005,13:32:04
crawl-66-249-71-69.googlebot.com,66.249.71.69:45181,22/8/2005,11:17:11
crawl-66-249-64-44.googlebot.com,66.249.64.44:61974,22/8/2005,12:52:39
crawl-66-249-64-54.googlebot.com,66.249.64.54:64420,23/8/2005,12:37:05
,65.126.124.21:58222,23/8/2005,23:40:06
061092023227.ctinets.com,61.92.23.227:12136,24/8/2005,13:23:36
crawl-66-249-71-7.googlebot.com,66.249.71.7:63213,24/8/2005,14:35:00
061092023173.ctinets.com,61.92.23.173:30437,25/8/2005,9:17:01
crawl-66-249-64-35.googlebot.com,66.249.64.35:40960,25/8/2005,13:39:21
,159.226.117.68:2019,25/8/2005,16:02:31
n219078148055.netvigator.com,219.78.148.55:3302,26/8/2005,0:01:15
crawl-66-249-71-9.googlebot.com,66.249.71.9:38924,26/8/2005,15:32:01
irc5.irc.ccu.edu.tw,140.123.101.65:3125,27/8/2005,2:36:49
crawl-66-249-64-13.googlebot.com,66.249.64.13:36224,27/8/2005,14:40:33
crawl-66-249-64-10.googlebot.com,66.249.64.10:57378,28/8/2005,15:25:58
ustlnx17-n2.ust.hk,143.89.188.4:59669,29/8/2005,1:53:11
crawl-66-249-71-15.googlebot.com,66.249.71.15:63624,29/8/2005,15:34:25
,220.207.48.100:1098,30/8/2005,10:24:52
crawl-66-249-64-13.googlebot.com,66.249.64.13:59149,30/8/2005,16:12:56
d3.search.cnb.yahoo.com,202.165.102.165:20770,31/8/2005,8:42:26
n220246064020.netvigator.com,220.246.64.20:2355,31/8/2005,14:05:50
crawl-66-249-64-50.googlebot.com,66.249.64.50:54310,31/8/2005,15:28:49
,210.72.132.162:1545,1/9/2005,11:01:21
crawl-66-249-64-36.googlebot.com,66.249.64.36:50536,1/9/2005,14:01:05
crawl-66-249-71-18.googlebot.com,66.249.71.18:57887,2/9/2005,10:02:59
crawl-66-249-71-1.googlebot.com,66.249.71.1:60811,2/9/2005,15:02:33
crawl-66-249-64-14.googlebot.com,66.249.64.14:55231,2/9/2005,16:02:20
msnbot.msn.com,65.54.188.80:50994,2/9/2005,16:02:05
crawl-66-249-64-4.googlebot.com,66.249.64.4:60604,2/9/2005,17:02:02
penguin.itsc.cuhk.edu.hk,202.45.188.26:2091,3/9/2005,9:03:07
crawl-66-249-64-44.googlebot.com,66.249.64.44:53468,3/9/2005,18:03:28
crawl-66-249-71-53.googlebot.com,66.249.71.53:60281,4/9/2005,14:04:26
crawl-66-249-64-50.googlebot.com,66.249.64.50:35568,5/9/2005,14:05:58
,194.254.204.20:59311,5/9/2005,15:05:12
n192-64.wireless.ubc.ca,128.189.192.64:3306,5/9/2005,16:05:42
82-68-206-22.dsl.in-addr.zen.co.uk,82.68.206.22:61084,5/9/2005,17:05:59
82-68-206-22.dsl.in-addr.zen.co.uk,82.68.206.22:61084,5/9/2005,17:05:03
crawl27-public.alexa.com,209.237.238.177:38053,5/9/2005,23:05:57
bagu-cache-5.server.ntli.net,80.5.160.8:49390,6/9/2005,10:06:43
crawl-66-249-71-9.googlebot.com,66.249.71.9:60192,6/9/2005,16:06:31
crawl-66-249-71-42.googlebot.com,66.249.71.42:56351,7/9/2005,17:07:30
,202.40.137.198:53497,8/9/2005,17:08:55
crawl-66-249-64-49.googlebot.com,66.249.64.49:38193,8/9/2005,17:08:47
,80.86.123.157:1704,8/9/2005,20:08:18
,80.86.123.157:1707,8/9/2005,20:08:59
crawl-66-249-64-44.googlebot.com,66.249.64.44:34715,9/9/2005,14:09:47
crawl-66-249-71-50.googlebot.com,66.249.71.50:45101,10/9/2005,15:02:28
msnbot.msn.com,65.54.188.80:51748,10/9/2005,15:44:11
crawl-66-249-64-25.googlebot.com,66.249.64.25:49402,11/9/2005,17:02:41
G5cbd.g.pppool.de,80.185.92.189:3174,11/9/2005,23:05:22
crawl-66-249-71-56.googlebot.com,66.249.71.56:61334,12/9/2005,15:25:34
crawl-66-249-64-13.googlebot.com,66.249.64.13:62469,13/9/2005,14:44:49
crawl-66-249-71-13.googlebot.com,66.249.71.13:40472,13/9/2005,15:23:33
crawl-66-249-71-72.googlebot.com,66.249.71.72:47920,13/9/2005,16:54:30
crawl-66-249-64-39.googlebot.com,66.249.64.39:64554,14/9/2005,11:47:37
n219078118117.netvigator.com,219.78.118.117:3492,14/9/2005,12:00:09
crawl-66-249-64-6.googlebot.com,66.249.64.6:56960,14/9/2005,17:07:45
crawl-66-249-71-56.googlebot.com,66.249.71.56:41900,15/9/2005,15:50:27
crawl-66-249-64-77.googlebot.com,66.249.64.77:42045,16/9/2005,15:17:53
81-174-208-205.pth-as1.dial.plus.net,81.174.208.205:32901,17/9/2005,20:31:01
crawl-66-249-71-55.googlebot.com,66.249.71.55:54164,18/9/2005,0:32:59
crawl-66-249-64-6.googlebot.com,66.249.64.6:38637,18/9/2005,15:35:33
crawl-66-249-71-42.googlebot.com,66.249.71.42:57598,19/9/2005,16:05:32
adsl-dc-3a0ef.adsl.wanadoo.nl,83.118.62.239:13539,19/9/2005,17:40:04
crawl-66-249-71-17.googlebot.com,66.249.71.17:42171,20/9/2005,14:56:45
crawl-66-249-64-35.googlebot.com,66.249.64.35:44264,21/9/2005,15:37:52
212-182-171-103-mx.xdsl.tiscali.nl,212.182.171.103:1410,21/9/2005,18:40:50
201-011-207-150.pltce7005.dsl.brasiltelecom.net.br,201.11.207.150:4177,22/9/2005,1:53:30
ng20.exabot.com,84.233.148.20:54090,22/9/2005,7:10:36
,218.189.134.246:1067,22/9/2005,14:14:13
crawl-66-249-71-47.googlebot.com,66.249.71.47:46449,22/9/2005,15:50:43
crawl-66-249-71-14.googlebot.com,66.249.71.14:36434,23/9/2005,15:48:21
crawl-66-249-66-1.googlebot.com,66.249.66.1:63117,24/9/2005,6:39:32
lj2294.inktomisearch.com,68.142.250.104:39016,25/9/2005,2:30:42
crawl-66-249-71-29.googlebot.com,66.249.71.29:61131,25/9/2005,7:38:50
d51530FF9.access.telenet.be,81.83.15.249:2589,26/9/2005,2:51:43
d51530FF9.access.telenet.be,81.83.15.249:2610,26/9/2005,2:53:19
lj9017.inktomisearch.com,202.160.180.27:54332,26/9/2005,4:19:24
crawl-66-249-71-42.googlebot.com,66.249.71.42:51841,26/9/2005,14:58:41
,61.174.148.14:1494,26/9/2005,17:51:14
crawl-66-249-64-10.googlebot.com,66.249.64.10:63512,27/9/2005,14:55:58
crawl-66-249-71-7.googlebot.com,66.249.71.7:51965,28/9/2005,15:05:53
crawl-66-249-64-15.googlebot.com,66.249.64.15:34060,29/9/2005,15:00:45
crawl-66-249-66-40.googlebot.com,66.249.66.40:63348,29/9/2005,18:19:17
crawl-66-249-64-44.googlebot.com,66.249.64.44:37196,30/9/2005,15:34:18
crawl-66-249-71-10.googlebot.com,66.249.71.10:43170,1/10/2005,15:01:46
irc6.irc.ccu.edu.tw,140.123.101.66:2479,2/10/2005,2:02:53
g38231.upc-g.chello.nl,80.57.38.231:1161,2/10/2005,14:02:55
crawl-66-249-64-50.googlebot.com,66.249.64.50:58468,2/10/2005,14:02:00
usc7-pool-204.9.204.202.uscolo.com,204.9.204.202:41118,2/10/2005,22:02:58
HSE-Sudbury-ppp330002.sympatico.ca,64.231.156.105:2884,3/10/2005,7:03:49
crawl-66-249-71-17.googlebot.com,66.249.71.17:46938,3/10/2005,15:03:42
crawl-66-249-71-14.googlebot.com,66.249.71.14:44525,4/10/2005,15:04:45
host141-145.pool8175.interbusiness.it,81.75.145.141:64443,4/10/2005,23:04:26
84-240-74-3.dsl.maxinetti.fi,84.240.74.3:26043,5/10/2005,13:05:33
crawl-66-249-71-1.googlebot.com,66.249.71.1:45930,5/10/2005,15:05:47
msnbot.msn.com,65.54.188.79:27734,5/10/2005,18:05:10
crawl-66-249-64-37.googlebot.com,66.249.64.37:42324,5/10/2005,23:05:02
,69.25.71.12:37022,6/10/2005,6:06:20
crawl-66-249-64-27.googlebot.com,66.249.64.27:63201,6/10/2005,15:06:49
,210.17.238.75:53072,6/10/2005,16:06:29
crawl-66-249-64-77.googlebot.com,66.249.64.77:37781,7/10/2005,17:07:54
crawl-66-249-71-17.googlebot.com,66.249.71.17:47573,8/10/2005,15:08:36
lj9017.inktomisearch.com,202.160.180.27:54439,8/10/2005,22:08:44
crawl-66-249-71-14.googlebot.com,66.249.71.14:51713,9/10/2005,16:09:13
crawl-66-249-64-35.googlebot.com,66.249.64.35:46584,10/10/2005,15:23:25
crawl-66-249-64-10.googlebot.com,66.249.64.10:36287,11/10/2005,15:42:41
crawl-66-249-71-57.googlebot.com,66.249.71.57:37841,12/10/2005,15:48:33
crawl-66-249-64-10.googlebot.com,66.249.64.10:38412,13/10/2005,15:03:58
crawl-66-249-71-14.googlebot.com,66.249.71.14:39919,14/10/2005,15:12:40
lj9017.inktomisearch.com,202.160.180.27:45364,15/10/2005,5:58:49
crawl-66-249-64-10.googlebot.com,66.249.64.10:63716,15/10/2005,14:57:02
crawl-66-249-65-14.googlebot.com,66.249.65.14:41376,16/10/2005,12:10:58
crawl-66-249-71-13.googlebot.com,66.249.71.13:63603,16/10/2005,14:34:07
crawl-66-249-64-68.googlebot.com,66.249.64.68:57651,17/10/2005,5:35:10
crawl-66-249-71-57.googlebot.com,66.249.71.57:53441,17/10/2005,14:51:01
202.Red-81-39-234.dynamicIP.rima-tde.net,81.39.234.202:1426,17/10/2005,15:53:52
lj9017.inktomisearch.com,202.160.180.27:40031,17/10/2005,18:01:19
dsl-217-112-126-159.ttg4me.nl,217.112.126.159:1907,17/10/2005,18:27:32
manz-d9b941c8.pool.mediaWays.net,217.185.65.200:40801,18/10/2005,20:13:33
manz-d9b941c8.pool.mediaWays.net,217.185.65.200:40801,18/10/2005,20:13:38
manz-d9b941c8.pool.mediaWays.net,217.185.65.200:40803,18/10/2005,20:14:00
crawl-66-249-64-13.googlebot.com,66.249.64.13:53897,19/10/2005,13:55:34
pcd698078.netvigator.com,218.102.230.78:3320,19/10/2005,23:14:45
crawl-66-249-64-14.googlebot.com,66.249.64.14:50437,21/10/2005,15:23:17
crawl-66-249-64-27.googlebot.com,66.249.64.27:35638,22/10/2005,15:38:39
proxy02-out.spidernet.net,194.154.149.197:36919,22/10/2005,23:00:10
crawl-66-249-64-15.googlebot.com,66.249.64.15:46426,23/10/2005,15:30:32
msnbot.msn.com,65.54.188.82:37028,23/10/2005,22:48:42
ng20.exabot.com,84.233.148.20:48478,24/10/2005,9:04:32
crawl-66-249-64-4.googlebot.com,66.249.64.4:47123,24/10/2005,15:51:30
,82.161.61.64:2240,25/10/2005,4:48:31
crawl-66-249-72-207.googlebot.com,66.249.72.207:48465,25/10/2005,7:41:49
crawl-66-249-64-27.googlebot.com,66.249.64.27:57821,25/10/2005,16:31:54
crawl-66-249-71-57.googlebot.com,66.249.71.57:46457,26/10/2005,15:21:30
,193.173.57.98:25690,26/10/2005,19:31:39
,193.173.57.98:25723,26/10/2005,19:32:02
,193.173.57.98:25739,26/10/2005,19:32:20
crawl-66-249-71-15.googlebot.com,66.249.71.15:44502,27/10/2005,16:08:36
crawl-66-249-64-14.googlebot.com,66.249.64.14:54247,27/10/2005,16:10:00
msnbot.msn.com,65.54.188.83:48016,28/10/2005,3:38:26
crawl-66-249-71-7.googlebot.com,66.249.71.7:42564,28/10/2005,15:45:58
crawl-66-249-64-79.googlebot.com,66.249.64.79:36603,29/10/2005,6:42:35
crawl-66-249-71-17.googlebot.com,66.249.71.17:46420,29/10/2005,15:54:23
crawl-66-249-64-36.googlebot.com,66.249.64.36:34317,30/10/2005,14:20:32
crawl-66-249-64-35.googlebot.com,66.249.64.35:45396,31/10/2005,17:08:05
crawl-66-249-71-3.googlebot.com,66.249.71.3:45838,1/11/2005,17:01:51
,217.11.253.166:2432,1/11/2005,20:01:05
crawl-66-249-64-4.googlebot.com,66.249.64.4:51299,2/11/2005,16:02:04
crawl-66-249-71-55.googlebot.com,66.249.71.55:41236,3/11/2005,19:03:21
lj9017.inktomisearch.com,202.160.180.27:58788,4/11/2005,3:04:05
host-84-9-136-89.bulldogdsl.com,84.9.136.89:47711,4/11/2005,22:04:50
host-84-9-136-89.bulldogdsl.com,84.9.136.89:47711,4/11/2005,22:04:53
crawl-66-249-64-49.googlebot.com,66.249.64.49:57951,5/11/2005,3:05:47
crawl-66-249-71-42.googlebot.com,66.249.71.42:45807,5/11/2005,16:05:48
pcd250213.netvigator.com,203.218.40.213:1533,6/11/2005,2:06:58
lj2518.inktomisearch.com,68.142.251.128:45860,6/11/2005,12:06:17
crawl-66-249-71-7.googlebot.com,66.249.71.7:41716,6/11/2005,16:06:27
74.Red-83-38-42.dynamicIP.rima-tde.net,83.38.42.74:15008,7/11/2005,19:07:30
f172176.upc-f.chello.nl,80.56.172.176:1143,7/11/2005,20:07:57
crawl-66-249-64-49.googlebot.com,66.249.64.49:49245,8/11/2005,0:08:24
crawl-66-249-64-13.googlebot.com,66.249.64.13:58283,8/11/2005,15:08:29
crawl-66-249-64-77.googlebot.com,66.249.64.77:44246,9/11/2005,16:09:23
esafe.meco.nl,194.151.193.3:43893,9/11/2005,20:09:37
64.124.122.242.www.xigs.net,64.124.122.242:59090,10/11/2005,10:03:35
crawl-66-249-71-72.googlebot.com,66.249.71.72:39224,10/11/2005,16:46:03
crawl-66-249-64-7.googlebot.com,66.249.64.7:60016,10/11/2005,22:30:33
crawl-66-249-71-14.googlebot.com,66.249.71.14:49798,11/11/2005,16:06:38
msnbot.msn.com,65.54.188.83:11018,12/11/2005,3:17:48
crawl-66-249-71-15.googlebot.com,66.249.71.15:40453,12/11/2005,17:39:47
crawl-66-249-71-56.googlebot.com,66.249.71.56:55757,13/11/2005,19:59:00
crawl-66-249-64-50.googlebot.com,66.249.64.50:58717,13/11/2005,20:49:55
crawl-66-249-72-242.googlebot.com,66.249.72.242:50065,13/11/2005,23:35:34
crawl-66-249-71-9.googlebot.com,66.249.71.9:35192,14/11/2005,17:39:19
crawl-66-249-64-14.googlebot.com,66.249.64.14:40504,15/11/2005,17:58:04
213-73-214-78.cable.quicknet.nl,213.73.214.78:1429,15/11/2005,18:30:22
213-73-214-78.cable.quicknet.nl,213.73.214.78:1431,15/11/2005,18:31:08
213-73-214-78.cable.quicknet.nl,213.73.214.78:1435,15/11/2005,18:32:09
crawl-66-249-71-15.googlebot.com,66.249.71.15:56860,16/11/2005,20:32:24
,61.187.54.13:44382,17/11/2005,12:05:55
,61.187.54.13:44488,17/11/2005,12:06:10
crawl-66-249-71-53.googlebot.com,66.249.71.53:46014,17/11/2005,16:29:29
ip51cebd8a.adsl-surfen.hetnet.nl,81.206.189.138:38557,18/11/2005,2:43:10
ip51cebd8a.adsl-surfen.hetnet.nl,81.206.189.138:39656,18/11/2005,14:47:05
crawl-66-249-64-77.googlebot.com,66.249.64.77:49314,18/11/2005,16:54:58
ip503c238f.speed.planet.nl,80.60.35.143:64313,18/11/2005,18:18:00
,203.91.159.242:1687,19/11/2005,17:08:54
crawl-66-249-71-1.googlebot.com,66.249.71.1:39983,20/11/2005,17:37:52
crawl-66-249-64-37.googlebot.com,66.249.64.37:35951,21/11/2005,7:34:07
crawl-66-249-71-15.googlebot.com,66.249.71.15:56781,21/11/2005,17:32:30
crawl-66-249-64-7.googlebot.com,66.249.64.7:43294,21/11/2005,18:04:37
pub82.mimos.my,192.228.137.82:34922,22/11/2005,10:45:28
crawl-66-249-64-25.googlebot.com,66.249.64.25:48586,22/11/2005,17:31:55
lj9017.inktomisearch.com,202.160.180.27:60945,22/11/2005,22:39:01
crawl-66-249-71-47.googlebot.com,66.249.71.47:41359,23/11/2005,17:19:12
,62.96.234.19:4619,23/11/2005,18:04:45
210-200-105-213.ebix.net.tw,210.200.105.213:61736,23/11/2005,23:34:00
crawl0.exabot.com,193.47.80.36:46127,24/11/2005,7:27:51
crawl-66-249-64-50.googlebot.com,66.249.64.50:33854,24/11/2005,17:24:44
HSE-Toronto-ppp165680.sympatico.ca,64.229.34.223:1186,25/11/2005,9:15:38
crawl-66-249-64-44.googlebot.com,66.249.64.44:48192,25/11/2005,16:43:33
crawl-66-249-66-230.googlebot.com,66.249.66.230:38725,25/11/2005,16:58:56
msnbot.msn.com,65.54.188.85:32725,26/11/2005,9:48:28
crawl-66-249-64-77.googlebot.com,66.249.64.77:56601,26/11/2005,17:43:59
crawl-66-249-64-50.googlebot.com,66.249.64.50:44137,26/11/2005,18:10:14
c-24-30-101-150.hsd1.ca.comcast.net,24.30.101.150:1798,26/11/2005,21:43:49
c-24-30-101-150.hsd1.ca.comcast.net,24.30.101.150:1909,26/11/2005,21:45:13
crawl-66-249-64-15.googlebot.com,66.249.64.15:36697,27/11/2005,16:56:12
crawl-66-249-64-25.googlebot.com,66.249.64.25:64411,27/11/2005,17:52:27
crawl-66-249-64-77.googlebot.com,66.249.64.77:54490,28/11/2005,16:25:00
c-24-6-155-82.hsd1.ca.comcast.net,24.6.155.82:1236,29/11/2005,13:47:50
crawl-66-249-71-1.googlebot.com,66.249.71.1:61950,29/11/2005,18:10:52
crawl-66-249-71-47.googlebot.com,66.249.71.47:36738,30/11/2005,16:34:30
crawl-66-249-64-14.googlebot.com,66.249.64.14:55285,1/12/2005,14:01:38
crawl-66-249-64-47.googlebot.com,66.249.64.47:52428,2/12/2005,15:02:09
83-71-12-18.b-ras1.dbn.dublin.eircom.net,83.71.12.18:3569,3/12/2005,5:03:59
crawl-66-249-64-37.googlebot.com,66.249.64.37:50322,3/12/2005,7:03:09
irc5.irc.ccu.edu.tw,140.123.101.65:3592,3/12/2005,9:03:10
crawl-66-249-64-15.googlebot.com,66.249.64.15:42304,3/12/2005,15:03:20
crawl-66-249-64-54.googlebot.com,66.249.64.54:43793,3/12/2005,15:03:40
crawl-66-249-66-230.googlebot.com,66.249.66.230:50589,3/12/2005,22:03:34
dyn-218-020.vpn.abo.fi,130.232.218.20:2278,4/12/2005,5:04:51
crawl-66-249-64-7.googlebot.com,66.249.64.7:45985,4/12/2005,15:04:11
ppp-sal-246.teledomenet.gr,213.142.139.246:1181,4/12/2005,19:04:13
jellyfish.exasia.net,202.2.64.61:3685,5/12/2005,0:05:25
crawl-66-249-71-47.googlebot.com,66.249.71.47:32932,5/12/2005,16:05:37
crawl-66-249-71-50.googlebot.com,66.249.71.50:36056,6/12/2005,15:06:14
crawl-66-249-64-77.googlebot.com,66.249.64.77:40966,7/12/2005,14:07:58
proxye1.uclan.ac.uk,193.61.255.84:56841,7/12/2005,22:07:16
crawl-66-249-71-7.googlebot.com,66.249.71.7:60378,8/12/2005,16:08:30
,60.191.2.231:47701,8/12/2005,17:08:42
,60.191.2.231:48670,8/12/2005,17:08:56
,60.191.2.231:48927,8/12/2005,17:08:22
crawl-66-249-64-44.googlebot.com,66.249.64.44:59856,9/12/2005,16:09:09
crawl-66-249-64-50.googlebot.com,66.249.64.50:50796,10/12/2005,15:20:36
