# panoshader version 2
# Released on Oct 2003.
#remote hostname,remote ip:port,date,time
134-208-16-9.ndhu.edu.tw,134.208.16.9:2463,7/12/2004,17:07:16
crawl-66-249-64-52.googlebot.com,66.249.64.52:44434,8/12/2004,13:08:56
crawl-66-249-64-49.googlebot.com,66.249.64.49:51941,9/12/2004,13:09:00
crawl-66-249-64-25.googlebot.com,66.249.64.25:59971,10/12/2004,18:02:23
osf.su.lt,193.219.168.16:3142,11/12/2004,6:32:24
crawl-66-249-64-49.googlebot.com,66.249.64.49:57378,11/12/2004,13:29:27
,65.54.188.98:3386,12/12/2004,7:39:39
crawl-66-249-64-49.googlebot.com,66.249.64.49:54196,12/12/2004,12:37:23
crawl-66-249-64-138.googlebot.com,66.249.64.138:59309,13/12/2004,13:19:11
crawl-66-249-64-74.googlebot.com,66.249.64.74:45842,13/12/2004,16:26:34
,66.153.56.82:61831,14/12/2004,6:31:03
crawl-66-249-64-142.googlebot.com,66.249.64.142:56864,14/12/2004,12:44:02
crawl-66-249-64-182.googlebot.com,66.249.64.182:64684,15/12/2004,13:32:17
dhcp-153-96-236-2.iws.fhg.de,153.96.236.2:49027,16/12/2004,0:21:03
dhcp-153-96-236-2.iws.fhg.de,153.96.236.2:49165,16/12/2004,0:21:54
dhcp-153-96-236-2.iws.fhg.de,153.96.236.2:50670,16/12/2004,0:31:21
81-86-193-89.dsl.pipex.com,81.86.193.89:4496,16/12/2004,9:35:51
crawl-66-249-64-135.googlebot.com,66.249.64.135:64532,16/12/2004,14:05:07
,61.95.178.16:54760,16/12/2004,14:34:16
,61.95.178.16:56346,16/12/2004,14:40:52
,61.95.178.16:51143,16/12/2004,17:57:25
crawl-66-249-64-185.googlebot.com,66.249.64.185:50980,17/12/2004,13:28:16
N476P004.adsl.highway.telekom.at,62.47.3.100:55504,18/12/2004,4:53:13
crawl-66-249-64-15.googlebot.com,66.249.64.15:34060,18/12/2004,13:49:59
crawl-66-249-64-184.googlebot.com,66.249.64.184:58620,19/12/2004,13:09:05
crawl-66-249-64-181.googlebot.com,66.249.64.181:40142,20/12/2004,12:42:04
irc6.irc.ccu.edu.tw,140.123.101.66:1186,20/12/2004,22:54:07
crawl-66-249-64-50.googlebot.com,66.249.64.50:41631,21/12/2004,13:56:39
ns.infinity-soft.co.jp,219.166.171.58:63367,22/12/2004,10:58:22
crawl-66-249-64-77.googlebot.com,66.249.64.77:36247,22/12/2004,12:52:37
crawl-66-249-64-45.googlebot.com,66.249.64.45:34023,23/12/2004,13:53:41
crawl-66-249-64-7.googlebot.com,66.249.64.7:33750,24/12/2004,12:47:37
crawl-66-249-71-1.googlebot.com,66.249.71.1:54297,25/12/2004,12:33:26
crawl-66-249-71-61.googlebot.com,66.249.71.61:38427,25/12/2004,18:04:20
msnbot.msn.com,65.54.188.98:29091,26/12/2004,9:42:27
crawl-66-249-64-15.googlebot.com,66.249.64.15:43468,26/12/2004,12:51:46
crawl-66-249-71-47.googlebot.com,66.249.71.47:54281,27/12/2004,12:02:59
tp-s2-c33-3.router.hinet.net,211.22.33.3:60018,27/12/2004,22:53:04
egspd42208.teoma.com,65.214.38.208:38877,28/12/2004,6:55:44
crawl-66-249-71-57.googlebot.com,66.249.71.57:65324,28/12/2004,12:42:27
crawl-66-249-71-10.googlebot.com,66.249.71.10:48096,29/12/2004,13:28:20
cr3.turnitin.com,64.140.49.67:59365,30/12/2004,4:45:11
crawl-66-249-64-36.googlebot.com,66.249.64.36:53656,30/12/2004,12:44:49
crawl-66-249-64-13.googlebot.com,66.249.64.13:52767,31/12/2004,13:48:24
wfp2.almaden.ibm.com,66.147.154.3:35417,31/12/2004,23:19:52
crawl-66-249-71-56.googlebot.com,66.249.71.56:46344,1/1/2005,13:01:53
crawl-66-249-64-13.googlebot.com,66.249.64.13:36880,2/1/2005,13:02:57
h243043.resnet.cuhk.edu.hk,137.189.243.43:1943,2/1/2005,23:02:30
crawl-66-249-71-13.googlebot.com,66.249.71.13:44177,3/1/2005,13:03:00
crawl-66-249-64-25.googlebot.com,66.249.64.25:37245,4/1/2005,13:04:24
oberon.cs.cuhk.hk,137.189.91.204:56341,4/1/2005,14:04:16
crawl-66-249-71-7.googlebot.com,66.249.71.7:52626,5/1/2005,16:05:48
crawl-66-249-64-47.googlebot.com,66.249.64.47:52672,6/1/2005,14:06:02
crawl-66-249-64-50.googlebot.com,66.249.64.50:33375,7/1/2005,13:07:25
oberon.cse.cuhk.edu.hk,137.189.91.204:63543,7/1/2005,17:07:24
oberon.cse.cuhk.edu.hk,137.189.91.204:63584,7/1/2005,17:07:36
crawl-66-249-71-72.googlebot.com,66.249.71.72:39987,8/1/2005,12:08:35
crawl-66-249-71-54.googlebot.com,66.249.71.54:43148,8/1/2005,13:08:35
msnbot.msn.com,65.54.188.97:60511,9/1/2005,3:09:54
crawl-66-249-71-13.googlebot.com,66.249.71.13:36236,9/1/2005,13:09:13
egspd42419.teoma.com,65.214.36.49:43456,10/1/2005,1:53:56
crawl-66-249-71-55.googlebot.com,66.249.71.55:53212,10/1/2005,13:14:47
66-178-22-82.reverse.newskies.net,66.178.22.82:2476,10/1/2005,21:41:34
,222.64.64.38:46028,10/1/2005,21:41:46
msnbot.msn.com,65.54.188.95:64230,11/1/2005,2:51:59
crawl-66-249-71-42.googlebot.com,66.249.71.42:51512,11/1/2005,12:27:28
egspd42419.teoma.com,65.214.36.49:51300,12/1/2005,3:12:23
crawl-66-249-64-15.googlebot.com,66.249.64.15:58026,12/1/2005,14:55:34
crawl-66-249-64-7.googlebot.com,66.249.64.7:64140,13/1/2005,13:53:52
crawl-66-249-64-27.googlebot.com,66.249.64.27:45538,14/1/2005,14:57:21
crawl-66-249-64-14.googlebot.com,66.249.64.14:55630,15/1/2005,14:28:02
53520AC1.cable.casema.nl,83.82.10.193:2410,16/1/2005,1:44:38
crawl-66-249-71-56.googlebot.com,66.249.71.56:51742,16/1/2005,15:01:50
crawl-66-249-64-36.googlebot.com,66.249.64.36:58858,17/1/2005,15:17:17
pcp01511982pcs.elztwn01.pa.comcast.net,68.82.127.53:3618,18/1/2005,1:38:29
crawl-66-249-71-41.googlebot.com,66.249.71.41:43393,18/1/2005,14:37:01
egspd42419.teoma.com,65.214.36.49:50553,19/1/2005,3:18:12
crawl-66-249-71-14.googlebot.com,66.249.71.14:42358,19/1/2005,17:10:20
med.bestnet.kharkov.ua,80.92.224.210:33376,20/1/2005,17:56:49
med.bestnet.kharkov.ua,80.92.224.210:1612,20/1/2005,21:05:51
,138.251.195.236:2098,21/1/2005,2:01:47
lj2554.inktomisearch.com,68.142.251.164:39283,21/1/2005,14:28:00
crawl-66-249-71-70.googlebot.com,66.249.71.70:65315,23/1/2005,19:31:01
msnbot.msn.com,65.54.188.95:22831,24/1/2005,15:28:15
egspd42214.teoma.com,65.214.38.214:54695,25/1/2005,2:31:57
wfp2.almaden.ibm.com,66.147.154.3:38879,25/1/2005,15:36:16
dsl254-067-071.nyc1.dsl.speakeasy.net,216.254.67.71:4547,27/1/2005,13:43:26
adsl-65-65-168-133.sybilmedia.com,65.65.168.133:3876,28/1/2005,6:43:32
adsl-65-65-168-133.sybilmedia.com,65.65.168.133:3876,28/1/2005,6:43:37
,61.95.133.170:48261,28/1/2005,16:46:46
csr001.goo.ne.jp,210.173.179.18:35674,29/1/2005,4:52:42
nipisi.cs.ualberta.ca,129.128.4.7:3371,30/1/2005,4:30:10
sv-crawl.looksmart.com,64.242.88.10:59102,30/1/2005,21:22:20
81-86-120-240.dsl.pipex.com,81.86.120.240:2602,1/2/2005,2:01:30
81-86-120-240.dsl.pipex.com,81.86.120.240:2602,1/2/2005,2:01:39
cache-mtc-aa05.proxy.aol.com,64.12.116.9:52778,3/2/2005,8:03:02
d53-64-40-177.nap.wideopenwest.com,64.53.177.40:2544,3/2/2005,8:03:26
d53-64-40-177.nap.wideopenwest.com,64.53.177.40:2556,3/2/2005,8:03:14
cache-dtc-aa05.proxy.aol.com,205.188.116.9:48491,3/2/2005,9:03:36
crawl-66-249-71-17.googlebot.com,66.249.71.17:49107,3/2/2005,12:03:48
crawl-66-249-64-50.googlebot.com,66.249.64.50:52144,4/2/2005,12:04:22
,203.160.252.183:2164,4/2/2005,15:04:34
msnbot.msn.com,65.54.188.94:34367,5/2/2005,10:05:43
crawl-66-249-71-42.googlebot.com,66.249.71.42:54684,5/2/2005,13:05:22
crawl-66-249-64-50.googlebot.com,66.249.64.50:57280,6/2/2005,12:06:26
crawl-66-249-64-37.googlebot.com,66.249.64.37:57185,6/2/2005,13:06:04
crawl-66-249-71-1.googlebot.com,66.249.71.1:54038,7/2/2005,13:07:01
crawl-66-249-64-52.googlebot.com,66.249.64.52:45494,7/2/2005,13:07:44
mail.righthemisphere.com,210.54.21.132:59304,8/2/2005,10:08:37
msnbot.msn.com,65.54.188.93:48377,8/2/2005,10:08:05
crawl-66-249-71-53.googlebot.com,66.249.71.53:45644,8/2/2005,13:08:05
dynamic-oit-eenet-c-10.Princeton.EDU,128.112.50.231:4582,9/2/2005,4:09:55
dynamic-oit-eenet-c-10.Princeton.EDU,128.112.50.231:4582,9/2/2005,4:09:00
crawl-66-249-71-13.googlebot.com,66.249.71.13:61539,9/2/2005,15:09:04
crawl-66-249-71-9.googlebot.com,66.249.71.9:59335,10/2/2005,15:29:04
crawl-66-249-64-14.googlebot.com,66.249.64.14:41014,11/2/2005,15:12:05
monkia5.cs.ccu.edu.tw,140.123.101.145:1156,11/2/2005,21:38:24
crawl-66-249-71-15.googlebot.com,66.249.71.15:65172,12/2/2005,12:03:17
crawl-66-249-71-14.googlebot.com,66.249.71.14:45329,13/2/2005,15:19:19
ACB0A77F.ipt.aol.com,172.176.167.127:1296,13/2/2005,18:43:36
ACB0A77F.ipt.aol.com,172.176.167.127:1315,13/2/2005,18:49:32
ACB0A77F.ipt.aol.com,172.176.167.127:1318,13/2/2005,18:49:57
,219.149.160.174:65221,14/2/2005,0:43:25
crawl-66-249-71-3.googlebot.com,66.249.71.3:60581,14/2/2005,13:46:04
cr2.turnitin.com,64.140.49.69:35737,14/2/2005,19:30:48
pD9E9B5FD.dip.t-dialin.net,217.233.181.253:63234,15/2/2005,8:13:47
pD9E9B5FD.dip.t-dialin.net,217.233.181.253:63234,15/2/2005,8:13:53
lgb-cust-66.18.143.240.mpowercom.net,66.18.143.240:2656,15/2/2005,9:51:04
crawl-66-249-71-7.googlebot.com,66.249.71.7:40079,15/2/2005,14:42:45
crawl-66-249-64-54.googlebot.com,66.249.64.54:35804,16/2/2005,15:08:49
crawl-66-249-71-29.googlebot.com,66.249.71.29:41348,16/2/2005,18:01:29
80.58.0.42.proxycache.rima-tde.net,80.58.0.42:53450,17/2/2005,8:07:32
crawl-66-249-64-36.googlebot.com,66.249.64.36:41503,17/2/2005,14:46:38
pcd388151.netvigator.com,203.218.178.151:1039,18/2/2005,1:51:37
crawl-66-249-71-54.googlebot.com,66.249.71.54:61940,18/2/2005,15:22:30
crawl-66-249-71-9.googlebot.com,66.249.71.9:41151,19/2/2005,15:19:13
sasch1031301.phx.gbl,207.68.146.40:20774,19/2/2005,18:59:56
crawl-66-249-64-14.googlebot.com,66.249.64.14:55718,20/2/2005,16:17:33
msnbot.msn.com,65.54.188.93:14668,21/2/2005,2:38:18
crawl-66-249-71-47.googlebot.com,66.249.71.47:39200,21/2/2005,14:30:32
pc129.248.189.210.in-addr.arpa,210.189.248.129:8936,21/2/2005,18:05:37
sasch1031301.phx.gbl,207.68.146.40:40163,22/2/2005,9:00:22
crawl-66-249-71-55.googlebot.com,66.249.71.55:54707,22/2/2005,17:05:50
,210.107.214.158:2022,22/2/2005,21:23:04
M647P018.adsl.highway.telekom.at,62.47.240.210:4524,23/2/2005,2:26:44
crawl-66-249-71-50.googlebot.com,66.249.71.50:40571,23/2/2005,14:16:24
sasch1031301.phx.gbl,207.68.146.40:10798,23/2/2005,16:53:07
cev75-2-82-66-207-97.fbx.proxad.net,82.66.207.97:2249,24/2/2005,3:53:03
lj2554.inktomisearch.com,68.142.251.164:35931,24/2/2005,4:11:24
crawl-66-249-71-13.googlebot.com,66.249.71.13:39282,24/2/2005,15:37:48
p5488A0C2.dip.t-dialin.net,84.136.160.194:55085,25/2/2005,2:25:31
p5488A0C2.dip.t-dialin.net,84.136.160.194:55084,25/2/2005,2:25:33
sasch1031301.phx.gbl,207.68.146.40:42091,25/2/2005,3:04:35
crawl-66-249-64-38.googlebot.com,66.249.64.38:38890,26/2/2005,2:02:18
sasch1031301.phx.gbl,207.68.146.40:20138,26/2/2005,15:22:10
crawl-66-249-64-27.googlebot.com,66.249.64.27:55951,26/2/2005,16:06:35
200216028196.user.veloxzone.com.br,200.216.28.196:62887,26/2/2005,22:23:36
200216028196.user.veloxzone.com.br,200.216.28.196:62887,26/2/2005,22:23:47
200216028196.user.veloxzone.com.br,200.216.28.196:62887,26/2/2005,22:23:50
200-203-023-216.paemt7002.dsl.brasiltelecom.net.br,200.203.23.216:50829,26/2/2005,22:30:56
200-203-023-216.paemt7002.dsl.brasiltelecom.net.br,200.203.23.216:50829,26/2/2005,22:31:16
crawl-66-249-64-4.googlebot.com,66.249.64.4:40700,27/2/2005,14:42:44
sasch1031301.phx.gbl,207.68.146.40:45879,27/2/2005,23:01:41
crawl-66-249-64-77.googlebot.com,66.249.64.77:59075,28/2/2005,16:09:09
sasch1031301.phx.gbl,207.68.146.40:54054,1/3/2005,7:01:16
crawl-66-249-64-36.googlebot.com,66.249.64.36:64855,1/3/2005,14:01:12
crawl-66-249-64-35.googlebot.com,66.249.64.35:54044,2/3/2005,14:02:55
sasch1031301.phx.gbl,207.68.146.40:6052,2/3/2005,15:02:38
crawl-66-249-64-6.googlebot.com,66.249.64.6:33944,3/3/2005,13:03:36
crawl-66-249-64-7.googlebot.com,66.249.64.7:47019,4/3/2005,13:04:03
crawl-66-249-64-36.googlebot.com,66.249.64.36:39039,5/3/2005,14:05:32
msnbot.msn.com,65.54.188.93:54467,5/3/2005,14:05:23
host104-107.pool80182.interbusiness.it,80.182.107.104:1300,5/3/2005,16:05:53
,61.95.178.16:1870,6/3/2005,1:06:19
,61.95.178.16:1872,6/3/2005,1:06:37
,61.95.178.16:1872,6/3/2005,1:06:41
crawl-66-249-64-35.googlebot.com,66.249.64.35:48465,6/3/2005,14:06:03
crawl-66-249-64-4.googlebot.com,66.249.64.4:37820,7/3/2005,16:07:43
crawl-66-249-64-37.googlebot.com,66.249.64.37:38399,7/3/2005,23:07:54
crawl-66-249-64-44.googlebot.com,66.249.64.44:60525,8/3/2005,12:08:26
,159.153.176.45:30887,8/3/2005,19:08:36
pcd396249.netvigator.com,203.218.186.249:62243,9/3/2005,4:09:42
82-41-96-215.cable.ubr03.dund.blueyonder.co.uk,82.41.96.215:1234,9/3/2005,6:09:40
eedc01.cityu.edu.hk,144.214.41.168:61379,9/3/2005,13:09:57
crawl-66-249-71-53.googlebot.com,66.249.71.53:51935,9/3/2005,16:09:40
crawl-66-249-64-49.googlebot.com,66.249.64.49:65387,10/3/2005,11:35:10
shpcrw1022.search.sc5.yahoo.com,66.163.170.178:36622,10/3/2005,12:50:34
crawl-66-249-64-14.googlebot.com,66.249.64.14:40372,11/3/2005,14:15:06
crawl-66-249-71-56.googlebot.com,66.249.71.56:53097,12/3/2005,11:47:32
leased-static.200.200.70.bng.vsnl.net.in,203.200.200.70:47760,12/3/2005,19:46:46
210-210-51-4.lan.sify.net,210.210.51.4:2423,12/3/2005,21:05:12
d81-211-175-227.cust.tele2.it,81.211.175.227:3467,12/3/2005,21:17:05
d81-211-175-227.cust.tele2.it,81.211.175.227:3468,12/3/2005,21:17:05
host159-118.pool8250.interbusiness.it,82.50.118.159:3517,12/3/2005,21:22:51
crawl-66-249-71-57.googlebot.com,66.249.71.57:33264,13/3/2005,11:47:10
sasch1031301.phx.gbl,207.68.146.40:13209,14/3/2005,13:10:38
crawl-66-249-71-42.googlebot.com,66.249.71.42:47195,14/3/2005,14:20:15
,61.95.185.146:49326,14/3/2005,19:13:13
host250-88.pool80183.interbusiness.it,80.183.88.250:3497,14/3/2005,22:10:54
crawl-66-249-64-14.googlebot.com,66.249.64.14:41438,15/3/2005,13:45:46
proxy.tnrc.edu.tw,163.28.112.100:21447,15/3/2005,13:48:21
,61.95.185.146:45694,15/3/2005,14:11:44
egspd42419.ask.com,65.214.44.172:50745,15/3/2005,17:10:27
sasch1031301.phx.gbl,207.68.146.40:57348,15/3/2005,20:13:36
crawl-66-249-71-14.googlebot.com,66.249.71.14:45383,16/3/2005,15:01:20
crawl-66-249-64-4.googlebot.com,66.249.64.4:49536,17/3/2005,15:21:57
crawl-66-249-64-37.googlebot.com,66.249.64.37:63378,17/3/2005,22:50:08
sasch1031301.phx.gbl,207.68.146.40:26876,18/3/2005,13:30:08
c220-237-65-161.rochd3.qld.optusnet.com.au,220.237.65.161:1414,18/3/2005,13:47:41
crawl-66-249-64-4.googlebot.com,66.249.64.4:41755,18/3/2005,18:58:45
msnbot.msn.com,65.54.188.98:3431,18/3/2005,19:43:43
pcp03285761pcs.waren301.mi.comcast.net,68.43.241.219:4853,19/3/2005,3:40:57
crawl-66-249-71-15.googlebot.com,66.249.71.15:59037,19/3/2005,15:07:14
sasch1031301.phx.gbl,207.68.146.40:5439,19/3/2005,23:09:13
crawl-66-249-71-10.googlebot.com,66.249.71.10:63544,20/3/2005,14:48:56
sasch1031301.phx.gbl,207.68.146.40:19233,21/3/2005,6:47:37
crawl-66-249-64-44.googlebot.com,66.249.64.44:61629,21/3/2005,13:45:02
sasch1031301.phx.gbl,207.68.146.40:58513,22/3/2005,13:19:14
crawl-66-249-71-1.googlebot.com,66.249.71.1:40648,22/3/2005,14:11:41
n219077007107.netvigator.com,219.77.7.107:1809,22/3/2005,18:26:54
proxye1.uclan.ac.uk,193.61.255.84:49330,23/3/2005,2:03:06
crawl-66-249-71-3.googlebot.com,66.249.71.3:36608,23/3/2005,14:35:04
crawl-66-249-71-57.googlebot.com,66.249.71.57:57111,24/3/2005,14:30:22
crawl-66-249-64-14.googlebot.com,66.249.64.14:63139,25/3/2005,14:43:15
lj2554.inktomisearch.com,68.142.251.164:37291,26/3/2005,4:11:28
crawl-66-249-71-57.googlebot.com,66.249.71.57:49166,26/3/2005,14:45:44
66-215-24-184.mpk-eres.charterpipeline.net,66.215.24.184:1435,27/3/2005,6:56:48
crawl-66-249-64-35.googlebot.com,66.249.64.35:42174,27/3/2005,14:22:54
crawl-66-249-64-13.googlebot.com,66.249.64.13:38940,28/3/2005,15:44:31
crawl-66-249-71-69.googlebot.com,66.249.71.69:37177,28/3/2005,18:35:10
crawl-66-249-64-27.googlebot.com,66.249.64.27:59818,29/3/2005,13:32:17
crawl-66-249-71-7.googlebot.com,66.249.71.7:52608,30/3/2005,13:10:42
veron-ext.nus.edu.sg,137.132.3.12:26315,30/3/2005,20:37:44
,165.132.107.160:4728,31/3/2005,10:22:55
crawl-66-249-64-7.googlebot.com,66.249.64.7:54616,31/3/2005,13:31:49
crawl-66-249-71-9.googlebot.com,66.249.71.9:40669,1/4/2005,15:01:18
msnbot.msn.com,65.54.188.78:1634,1/4/2005,21:01:40
fnc-ox-fw01-e0.fncinc.com,12.37.249.125:39053,2/4/2005,4:02:49
crawl-66-249-64-44.googlebot.com,66.249.64.44:47429,2/4/2005,13:02:02
n219077144174.netvigator.com,219.77.144.174:1463,3/4/2005,9:03:22
n219077144174.netvigator.com,219.77.144.174:1468,3/4/2005,9:03:48
crawl-66-249-64-10.googlebot.com,66.249.64.10:39962,3/4/2005,12:03:13
b04-1014c.kn.vutbr.cz,147.229.206.45:2009,3/4/2005,21:03:12
crawl-66-249-71-13.googlebot.com,66.249.71.13:64983,4/4/2005,14:04:47
cm-84.118.143.118.chello.no,84.118.143.118:2722,5/4/2005,2:05:33
msnbot.msn.com,65.54.188.80:50306,5/4/2005,10:05:12
crawl-66-249-71-47.googlebot.com,66.249.71.47:53146,5/4/2005,14:05:18
ustlnx15-n2.ust.hk,143.89.188.2:49018,5/4/2005,21:05:41
ustlnx15-n2.ust.hk,143.89.188.2:49125,5/4/2005,21:05:45
crawl-66-249-71-14.googlebot.com,66.249.71.14:37897,6/4/2005,13:06:33
crawl-66-249-71-53.googlebot.com,66.249.71.53:53474,7/4/2005,13:07:40
crawl-66-249-64-39.googlebot.com,66.249.64.39:41539,8/4/2005,2:08:34
,66.236.36.98:56078,8/4/2005,9:08:56
crawl-66-249-64-4.googlebot.com,66.249.64.4:53801,8/4/2005,13:08:44
crawl-66-249-64-27.googlebot.com,66.249.64.27:48408,9/4/2005,15:09:03
crawl-66-249-64-49.googlebot.com,66.249.64.49:49217,10/4/2005,13:45:43
crawl-66-249-64-49.googlebot.com,66.249.64.49:45843,11/4/2005,13:46:32
crawl-66-249-64-16.googlebot.com,66.249.64.16:52206,12/4/2005,13:52:05
tide120.microsoft.com,207.46.89.12:9299,12/4/2005,21:00:38
cpe-68-118-224-132.ma.charter.com,68.118.224.132:1828,13/4/2005,3:09:11
cpe-68-118-224-132.ma.charter.com,68.118.224.132:1833,13/4/2005,3:10:13
crawl-66-249-64-4.googlebot.com,66.249.64.4:54032,13/4/2005,13:46:20
crawl-66-249-64-4.googlebot.com,66.249.64.4:61732,14/4/2005,13:51:54
crawl-66-249-64-44.googlebot.com,66.249.64.44:54661,15/4/2005,13:52:44
crawl-66-249-64-10.googlebot.com,66.249.64.10:44170,16/4/2005,14:32:59
crawl-66-249-71-72.googlebot.com,66.249.71.72:61982,17/4/2005,2:24:04
pn-206-149.itsc.cuhk.edu.hk,137.189.206.149:3934,17/4/2005,11:34:52
crawl-66-249-64-6.googlebot.com,66.249.64.6:34308,17/4/2005,14:26:39
crawl-66-249-71-55.googlebot.com,66.249.71.55:52432,18/4/2005,14:33:47
adsl-67-127-99-110.dsl.irvnca.pacbell.net,67.127.99.110:2842,19/4/2005,12:25:21
pclabgw.cse.cuhk.edu.hk,137.189.90.209:61443,20/4/2005,1:43:57
msnbot.msn.com,65.54.188.78:36783,20/4/2005,8:45:14
crawl-66-249-65-129.googlebot.com,66.249.65.129:37709,20/4/2005,12:53:59
crawl-66-249-65-129.googlebot.com,66.249.65.129:33225,20/4/2005,13:00:49
crawl-66-249-64-13.googlebot.com,66.249.64.13:58272,20/4/2005,13:44:07
crawl-66-249-65-129.googlebot.com,66.249.65.129:43010,20/4/2005,23:49:50
crawl-66-249-64-16.googlebot.com,66.249.64.16:65246,21/4/2005,13:56:05
crawl-66-249-64-13.googlebot.com,66.249.64.13:55364,22/4/2005,13:33:33
mstr81213-15289.dial-in.ttnet.net.tr,81.213.59.185:1205,22/4/2005,22:41:24
crawl-66-249-64-16.googlebot.com,66.249.64.16:56231,23/4/2005,13:03:01
203-67-101-2.adsl.dynamic.seed.net.tw,203.67.101.2:60853,24/4/2005,12:11:03
crawl-66-249-64-35.googlebot.com,66.249.64.35:56310,24/4/2005,13:29:23
crawl-66-249-71-47.googlebot.com,66.249.71.47:48669,25/4/2005,13:24:36
crawl-66-249-64-27.googlebot.com,66.249.64.27:32809,26/4/2005,12:52:37
crawl-66-249-71-53.googlebot.com,66.249.71.53:49797,27/4/2005,13:49:12
crawl-66-249-71-69.googlebot.com,66.249.71.69:56247,28/4/2005,0:38:23
crawl-66-249-64-13.googlebot.com,66.249.64.13:62338,28/4/2005,12:07:54
crawl-66-249-71-14.googlebot.com,66.249.71.14:60605,29/4/2005,12:39:20
p54A73D05.dip.t-dialin.net,84.167.61.5:1427,29/4/2005,18:34:24
crawl-66-249-71-42.googlebot.com,66.249.71.42:44491,30/4/2005,13:44:42
crawl-66-249-71-15.googlebot.com,66.249.71.15:55432,1/5/2005,13:01:54
crawl-66-249-71-13.googlebot.com,66.249.71.13:52739,2/5/2005,11:02:30
msnbot.msn.com,65.54.188.82:28096,2/5/2005,23:02:17
monkia5.cs.ccu.edu.tw,140.123.101.145:1554,3/5/2005,10:03:06
crawl-66-249-64-15.googlebot.com,66.249.64.15:43125,3/5/2005,12:03:20
crawl-66-249-64-44.googlebot.com,66.249.64.44:53333,4/5/2005,13:04:43
p5089902D.dip0.t-ipconnect.de,80.137.144.45:62878,5/5/2005,5:05:10
p5089902D.dip0.t-ipconnect.de,80.137.144.45:62881,5/5/2005,5:05:29
p5089902D.dip0.t-ipconnect.de,80.137.144.45:62881,5/5/2005,5:05:31
crawl-66-249-64-36.googlebot.com,66.249.64.36:60886,5/5/2005,13:05:11
,60.191.2.231:52462,6/5/2005,4:06:59
crawl-66-249-71-17.googlebot.com,66.249.71.17:56426,6/5/2005,12:06:39
crawl-66-249-64-10.googlebot.com,66.249.64.10:57782,7/5/2005,13:07:45
crawl-66-249-64-50.googlebot.com,66.249.64.50:42026,8/5/2005,13:08:10
,218.108.31.122:65458,8/5/2005,22:08:46
egspd42419.ask.com,65.214.44.172:48846,9/5/2005,3:09:19
d198-166-17-210.abhsia.telus.net,198.166.17.210:61875,9/5/2005,12:09:25
d198-166-17-210.abhsia.telus.net,198.166.17.210:61875,9/5/2005,12:09:38
crawl-66-249-64-15.googlebot.com,66.249.64.15:32887,9/5/2005,13:09:11
paul.postech.ac.kr,141.223.164.148:1219,9/5/2005,13:09:31
paul.postech.ac.kr,141.223.164.148:1219,9/5/2005,13:09:39
paul.postech.ac.kr,141.223.164.148:1219,9/5/2005,13:09:47
paul.postech.ac.kr,141.223.164.148:1219,9/5/2005,13:09:52
crawl-66-249-71-14.googlebot.com,66.249.71.14:61661,10/5/2005,13:22:19
,218.2.225.15:36799,10/5/2005,14:08:34
,202.40.139.165:36700,10/5/2005,23:18:23
crawl-66-249-64-52.googlebot.com,66.249.64.52:55370,11/5/2005,11:20:23
crawl-66-249-71-40.googlebot.com,66.249.71.40:45872,11/5/2005,23:40:46
egspd42419.ask.com,65.214.44.172:41065,12/5/2005,6:35:15
crawl-66-249-64-4.googlebot.com,66.249.64.4:56559,12/5/2005,12:50:33
pcd575192.netvigator.com,218.102.107.192:4491,12/5/2005,21:43:25
crawl-66-249-71-3.googlebot.com,66.249.71.3:48969,13/5/2005,12:49:39
crawl-66-249-71-50.googlebot.com,66.249.71.50:54233,14/5/2005,13:21:09
crawl-66-249-71-15.googlebot.com,66.249.71.15:63217,15/5/2005,12:51:26
bno-84-242-66-205.karneval.cz,84.242.66.205:1153,15/5/2005,22:00:37
crawl-66-249-71-42.googlebot.com,66.249.71.42:63456,16/5/2005,13:10:54
msnbot.msn.com,65.54.188.82:40119,17/5/2005,1:21:32
crawl-66-249-64-50.googlebot.com,66.249.64.50:50245,17/5/2005,13:50:07
crawl-66-249-71-47.googlebot.com,66.249.71.47:64074,18/5/2005,13:55:46
crawl-66-249-64-13.googlebot.com,66.249.64.13:45404,19/5/2005,13:40:15
crawl-66-249-64-54.googlebot.com,66.249.64.54:53741,20/5/2005,13:44:17
crawl-66-249-71-67.googlebot.com,66.249.71.67:48596,21/5/2005,9:50:12
crawl-66-249-64-77.googlebot.com,66.249.64.77:44108,21/5/2005,13:49:30
crawl-66-249-71-56.googlebot.com,66.249.71.56:52587,22/5/2005,14:21:08
crawl-66-249-64-4.googlebot.com,66.249.64.4:51085,23/5/2005,13:49:20
crawl-66-249-64-77.googlebot.com,66.249.64.77:62660,24/5/2005,13:30:17
crawl-66-249-64-27.googlebot.com,66.249.64.27:41374,25/5/2005,14:02:29
crawl-66-249-64-14.googlebot.com,66.249.64.14:37215,26/5/2005,12:53:19
crawl-66-249-71-17.googlebot.com,66.249.71.17:46263,27/5/2005,13:38:31
wr-sonicbanka.cpe.iskon.hr,213.191.154.41:4025,27/5/2005,21:07:31
crawl-66-249-71-9.googlebot.com,66.249.71.9:33230,28/5/2005,13:26:41
msnbot.msn.com,65.54.188.82:22748,29/5/2005,22:28:36
